A1-1,A1-2,A1-3,C1,F1-1,F1-2,F1-3,C2,C3,C4,C5,C6,C7,C8,D6,D7,D8,F4,F5,F6,F7,F8,D1,D2,D3,D4,D5,F2,F3,A2,H1,H5,E1,E2,E3,E4,Lib-01,Lib-02,Lib-03,Lib-04,Lib-05,Lib-06,Lib-07,Lib-08,Lib-09,Lib-10,Lib-11,Lib-12,Lib-13,Lib-14,Lib-15,Lib-16,Lib-17,Lib-18,Lib-19,Lib-20,Lib-21,Lib-22,Lib-23,Lib-24,Lib-25,Lib-26,Lib-27,Lib-28,Lib-29,Lib-30
0.002240678,0.002311998,0.00223089,0.002571756,0.002856247,0.002738543,0.002817583,0.002301848,0.004107576,0.004850983,0.004590817,0.006245291,0.006045293,0.004583914,0.00573734,0.006896525,0.006095489,0.003504215,0.004342114,0.005686403,0.005391522,0.006622196,0.001031875,0.001193255,0.00148685,0.001585798,0.002334413,0.002047586,0.002374129,0.002338072,0.003000215,0.003125496,0.004260733,0.00615959,0.007626235,0.007142568,0.001198632,0.004376052,0.009372259,0.010198489,0.000722702,0.011185339,0.001521628,0.00098918,0.002688843,0.001135867,0.01079704,0.038279743,0.006859225,0.001835306,0.00080944,0.01038555,0.002149232,0.001642207,0.014110617,0.012024701,0.017890303,0.016374299,0.003042573,0.002556783,0.003356313,0.00154954,0.007043051,0.003433076,0.003069343,0.002383137
2667.7378328652,2544.0717299532,2751.9329331295,1787.0209309300,1648.2262861198,1709.1332960476,1723.0988226049,907.8682129,617.5442555,818.1549086,1039.4821787516,879.9827109,1213.1026042812,820.5762285,841.6402439,991.6285096,894.2973958,675.9398047,649.9732846,895.5749555,984.6986656,975.9795387,3175.9408729349,2707.9049505627,2042.2655179715,1814.0747627919,1023.4407726294,1266.9417392368,870.5452323,1056.5672305181,723.5941924,690.9113788,848.7827635,939.3138172,1033.1657504966,1543.0508618212,3061.8467647487,1119.6101555981,1048.7917675550,1679.2278932163,6066.4900850203,541.7719424,2430.6728861917,4795.6595354383,1285.6036941396,1749.5783443156,248.2328359,501.5586888,2258.1188333789,1907.9884857032,2685.7895527431,865.5592629,648.5447375,1603.2240968102,281.5402172,184.5907389,243.092649,281.9594754,1362.9648410105,1295.1312095328,1259.3840263738,2702.0800504199,1200.5634310569,1064.8168633872,1483.1878153105,1209.4907886705
0.009042013,0.008605117,0.008808424,0.010024813,0.009883983,0.009842006,0.008670105,0.013405345,0.006230526,0.005032274,0.004937924,0.005026443,0.004728194,0.004948096,0.004888359,0.004581351,0.004829095,0.007665274,0.005616171,0.004736202,0.00527555,0.005038429,0.0096321,0.010782766,0.012235524,0.012377957,0.010793847,0.010459574,0.011181794,0.009063133,0.009648933,0.009668316,0.010031728,0.011211613,0.011796236,0.012558365,0.009451818,0.008619717,0.006502778,0.006290675,0.04116217,0.007122788,0.01051952,0.012322359,0.01389566,0.011103665,0.01280371,0.007552937,0.006164254,0.014246758,0.018193814,0.01078311,0.017440113,0.009804841,0.014334865,0.015364327,0.014107148,0.013456254,0.013230754,0.009647558,0.008131936,0.021170323,0.006353263,0.010799781,0.007043614,0.013747723
37.72296591,39.34896054,35.40145746,47.02624299,47.88252732,47.66267957,50.46573835,66.76808011,114.7931212,105.0358194,96.25412336,98.45715176,87.59635976,97.46619728,100.7848443,88.87471681,96.9041108,95.46475011,117.469709,106.0605631,100.7565035,98.52620681,61.28555395,58.35873551,52.34298111,52.41558858,56.70419225,49.13156541,62.09423614,44.26100422,53.54895455,52.00586768,35.15866011,24.85828654,21.03537274,15.45841948,44.52543767,90.96703816,59.64173231,68.97424089,203.0552409,68.91094134,44.71975165,59.65040229,58.21096276,76.48032341,66.63599549,63.96944897,49.01476638,32.57162606,37.33975112,43.64402966,79.61820463,134.7744641,29.13906204,52.55727114,42.77672668,42.17108771,17.73057605,46.62305341,72.81738994,39.78512056,67.8428336,56.88702016,73.89459852,61.08553787
0.082066544,0.084890539,0.09603501,0.075720078,0.075017805,0.077984423,0.084221847,0.069186307,0.051368727,0.038223048,0.035468423,0.026972137,0.023534545,0.048376767,0.03025942,0.024505208,0.027687296,0.066930002,0.044908899,0.035125873,0.026576209,0.022407874,0.080849389,0.07118459,0.069698092,0.070736831,0.090720901,0.089883376,0.090282697,0.11136987,0.095685463,0.097896084,0.130764321,0.128757088,0.120590125,0.118504896,0.135515646,0.07276936,0.044342146,0.033897807,0.015593321,0.096130351,0.087884705,0.060303149,0.105530039,0.052944259,0.007970211,0.054857528,0.032928331,0.100081361,0.09366786,0.105581735,0.203748386,0.093314369,0.111397482,0.063337607,0.069596412,0.079087993,0.225292114,0.114236949,0.053080181,0.037139911,0.040564194,0.11708632,0.091517186,0.066734479
6.606255726,6.980420875,6.163262317,6.230904239,6.49697144,6.288029556,5.999263991,7.747662122,9.337327294,17.58731486,24.58249749,33.86063862,38.83878347,13.86977622,23.16351513,37.450166,28.41922366,10.19376118,13.85720732,24.16827833,30.33898229,40.76792898,2.13116741,2.531005348,3.196727299,4.621293752,7.606471107,7.424093551,7.890979252,9.712056345,10.15124409,10.97069953,12.32171941,14.22492423,13.08128033,9.864936514,1.628797846,6.162245647,18.49238599,22.35645566,3.410999211,14.65778589,4.576779765,3.688347954,13.55505705,4.998514908,79.19432988,3.533848277,26.25912595,6.61463038,8.202732993,8.063322433,4.956358811,2.429030547,12.81370147,42.72138114,19.02300238,12.35718976,3.442081403,6.278312965,14.18463258,13.79162053,33.03480002,7.64102768,6.474009835,13.81472226
